profit_inv,profit_sym,q_T_inv,q_T_sym
54.02766593794607,62.17359781852332,2,-2
82.74310907655348,93.63645804459807,3,1
68.70869830558536,61.28241717177983,-6,1
72.10037818008533,75.18436259235636,-4,-8
64.80835003646735,63.251113355309485,-6,-8
58.444611643705,61.071415649666505,-8,-6
64.5982774525902,64.4924558559178,-7,-12
62.13141090002921,55.935333291318216,4,-5
77.90708493889741,87.11987285388875,3,6
59.93766767811934,55.0733413256163,-5,2
59.467822161851586,57.07122619018719,-4,-5
76.08417767684375,82.72008595776794,-1,-5
75.13244777687231,81.59097613235417,-3,-17
59.576162659479564,52.61306193198368,5,10
69.52276261473116,70.14931010541102,-5,2
77.17165482706086,79.84900632370295,1,12
78.47829954251654,80.51346059556937,4,3
91.88252686294811,111.74065266746084,-9,-15
59.17257944937717,65.26020102367397,4,10
74.3058163833561,62.200525475079075,-1,-6
65.8585123712004,64.7191822307949,1,-4
68.87730834286441,72.41205180520797,-4,-4
56.61250285953764,45.44548629768565,-3,7
77.6666040802883,78.64579428344231,0,3
70.188680714876,67.08069277750985,5,7
72.35467340187986,63.67311639953587,1,0
74.87775559930458,57.49096820992736,-4,-15
72.24227620567225,72.16960057756759,0,1
66.68132697481929,62.29929432199617,-2,5
65.3572354614167,72.21677513585837,2,4
51.564681525674544,49.021411688452844,0,0
74.13146865224246,72.67916966491828,-9,1
63.71686437108451,63.98514779305208,1,6
55.547373200000436,53.647924959450165,4,5
58.871736736902676,62.501354064802854,6,13
65.70234200216944,65.86627793345684,-1,3
82.30651735128544,80.89733317944712,-3,-4
58.240733452241955,51.118065399941315,5,12
64.39856111499235,53.124892043821205,1,-4
70.55126811423821,65.66874023962166,5,1
56.704827712301096,52.1484063784369,2,-7
55.72462290552744,53.93302869640996,2,3
79.88351158277624,90.810291944337,-3,-11
61.04819477429709,62.28809151820454,2,2
74.44703493580084,75.34150880135724,-6,-7
64.44231712083808,66.89887993643816,3,-2
57.12874709412529,61.154459643820246,-8,-6
56.53474252778551,57.32488022162056,-1,-3
58.04059856219931,56.55939607835012,8,13
65.75961714940618,64.47899202763972,2,7
66.02080607088152,66.71480607088105,-1,1
73.52034774830418,78.53808365721738,-8,-13
65.28649928969503,69.18854929279135,3,2
86.25751508549627,90.69579824465609,8,13
67.68383071177868,47.465776769841625,-10,2
77.61419252089615,70.69927067759681,-5,-13
70.03034430272032,68.20980260292254,-7,-9
59.60420208729374,53.60527245012963,-4,-16
78.08258296448514,77.26076940211124,-3,-5
62.3438294524741,28.53103988680573,7,21
85.67030352610436,82.49562060737713,5,1
61.90257950651312,45.286079064198475,-6,-14
72.26829603979638,65.11425761846488,-1,4
71.37390255198125,72.34247163933219,-9,-15
70.97006264329923,62.63825337206981,-6,-13
63.86454955559972,66.77092240847887,0,1
79.18642615782699,79.79288998610477,3,2
78.6672769045997,84.9850886820509,-8,-15
74.4013327209542,76.15858723325442,3,3
57.507890258900034,54.6109467965548,-13,-17
84.77785053591697,88.87078444184871,-4,2
60.030722991231755,51.12700717924872,9,13
65.74204830248866,77.92748469846333,3,16
73.55265837452941,69.9764390436464,-8,-4
51.371224690448685,49.88792570312512,-3,-11
71.39351539305306,77.10588421759576,4,8
69.49703495817482,70.16503495817449,-1,-1
58.49764151510837,66.16484549869506,1,-4
75.17921534211052,80.79856433252894,4,-7
76.8287809615037,77.35953824902859,0,0
65.81351084908738,96.69613359319283,-4,-15
76.4888219114314,82.9176236516036,0,-3
68.6957706490291,68.24125230844979,2,1
63.14532771849531,60.065741303241566,-8,-15
75.8637661174514,78.87478168280427,6,-1
58.76097920894313,58.56848374671398,-1,-5
59.25802344353127,58.42706239047689,2,1
75.04229201146035,76.73773648648137,-2,-4
76.98255960526615,66.62724002775553,8,19
77.37881107334056,70.41868898960746,2,1
53.90308553163618,48.11676721343065,8,14
73.0197588268291,78.80520151692838,5,10
71.69714550488945,86.24441705990876,2,10
40.71331072052419,24.512864550077666,-8,-13
80.14242944248758,74.53111112428269,14,10
67.99304251160527,69.83953973637983,10,6
71.29292671201154,69.68013250289363,-2,-5
64.35944629950751,56.5593960783508,2,7
61.4191538243698,64.40941186176417,-4,-4
69.3509214243698,69.0314030837907,2,1
86.08089677348568,98.27417411938768,4,9
63.56464149273393,61.45528823354414,-4,-5
56.698480221620855,54.509916925152,-3,0
73.09269652066405,77.40445178283312,-7,-9
69.5356462771334,71.6914811957432,3,1
61.86625160952349,68.16715009360257,7,10
47.89509078451579,48.99674505638245,-7,-6
74.44177391131564,77.58852564839049,6,10
55.7438241872062,57.59425910581683,-8,-2
65.40385809933349,72.75101085528047,-2,0
58.50673801858203,51.299878241013744,0,5
72.93119150202467,78.93089802040288,1,7
74.9963643549043,73.45811763646725,-2,-4
66.96541915238708,65.17263498054876,7,6
58.4276739498697,66.50154352428251,-10,-2
64.08244325528096,69.48711685802948,2,5
69.79752294648335,66.68335636535346,9,5
60.37941412755373,61.04448799311001,5,6
66.34761610816065,68.34228217985299,7,8
81.55893822665539,75.33924777687116,-1,5
59.776023683964866,59.41701188413822,3,7
69.60289726433996,78.01505074158854,1,-8
63.1770852464542,61.50914354665554,3,7
72.61924224879726,68.52409502092428,8,11
71.68878797693026,70.82948923004142,3,6
64.90636287753915,70.26380380509192,-1,-6
68.38324275203945,67.9875982770169,-7,-9
67.08292721525314,56.359597360029284,-1,-7
74.89495431762504,67.64637820245883,-2,-5
70.0473741741236,62.64051439655486,0,-3
67.51866643120138,69.80809003085312,-4,-6
67.06213573041862,65.55424653994089,-2,-3
63.20922294028921,59.38782320309684,1,-3
66.86412417102656,67.67556688350055,-5,-7
62.72930484014478,66.44542718668416,-3,0
79.50214948847747,91.84515497180473,5,14
72.13307187976633,66.38931084908666,0,-4
53.24655763464597,51.82291115664293,5,4
66.23563722396386,67.74740807386229,2,-2
60.309353103068474,60.75938425614987,7,4
63.33515059684552,61.592187540810755,3,-5
57.84501839632355,60.88960280859504,-7,-5
64.34344477739424,61.821174940172796,3,7
58.51286287134545,53.69057746876973,-1,0
52.12708048442876,38.81440740729545,1,8
75.24257567386256,96.29653615655093,0,7
71.60229147345638,76.47287965125588,2,3
71.32923173065058,73.11689756190913,6,8
65.33857443693154,52.35940790055031,-2,8
79.48820504202405,74.30664577389064,-2,2
76.77808293591647,90.57010174118204,6,14
73.40300306141694,75.707395507986,4,9
66.32951541542712,89.86073393550964,-3,6
61.34758778124501,58.87825411574528,-6,-5
58.84211690277854,70.97091058627814,-1,-10
60.235006894067396,67.8281910435303,10,12
60.69831938662688,59.320504061706345,0,0
74.95421814590333,73.37281261782769,-3,0
66.653955324109,62.811124433833925,-6,-3
66.00346837704626,67.98759827701701,-7,-7
69.88844803968055,70.7576480396799,-3,-3
62.37079829939141,55.358445062575925,0,4
64.31708572732191,61.482215890100406,15,15
62.855556067784676,80.0510660665087,-2,2
71.99976966491987,74.29092092112745,1,-1
75.99045130196632,77.13507289863753,3,0
65.4489204054986,64.71918223079479,-8,-8
66.36093244575834,65.90893044277618,1,-6
67.16694704937731,64.91671992463023,6,6
77.4538407043101,81.52139596647953,12,14
76.20970685551312,79.08352218043274,0,0
68.26363399643958,56.21817600379222,-5,-13
65.01615155858086,52.51655410955129,1,-5
78.08080279860899,83.08823368888301,2,5
79.62276537377602,75.13944905855169,-4,-13
59.0699596152528,70.66114021724766,-3,2
66.3710302309114,64.54857219351595,-8,-8
93.55276610746478,97.45257363852022,7,9
66.96895684622177,68.09983095221236,-7,-5
71.61747444312522,66.58458751843659,4,6
71.03192342735122,49.17629687296699,-9,-19
86.9174218666833,107.66636099313428,6,21
69.35173274332828,64.98630009050609,2,1
68.69885711522433,61.02650211586126,1,7
71.52461913001261,73.72749652066344,0,-1
47.47149206619548,56.348394556237054,-3,-2
74.41226889267568,89.39607838196355,2,-7
67.20017972457288,69.04486691206876,-4,-4
72.06558098387808,69.29852094350213,-5,-8
65.79887118083913,68.87651789927531,0,4
73.78961870628166,63.87959587267869,6,13
67.9790751868011,76.55592364540959,2,-1
55.76376059936247,61.31386687730665,0,-1
63.2286540933718,64.18268548688764,6,6
86.62799047316685,122.4594870604551,-6,-23
68.36312793655445,66.69908121811761,0,2
76.14455784271922,93.9193007570725,10,7
59.70742368396493,70.87214173936104,1,15
60.890804571142496,61.6528259273793,5,5
71.46611387093935,74.54683597704593,-11,-17
58.29497896850933,50.93173050989935,-2,-9
86.63549421012692,90.59929042222393,-2,-4
76.19507965125638,78.01505074158831,7,8
82.85049903927461,83.96368948286272,-9,-9
80.84331358575719,77.36179927351395,-6,-4
38.129439601624085,19.634958272132053,-6,-12
84.2074063013294,95.44800801912675,-5,-11
72.23168319872468,77.67383066702996,-4,-6
65.93801738983984,67.7182193928204,3,6
57.84706215004417,57.42138804405204,-8,-10
78.25645683004177,84.99629148584313,8,14
58.77242039930448,58.00505934625082,2,-1
71.27044852054871,72.25716662069249,11,17
56.66511137470309,54.83541214694628,-6,-9
64.37047593047691,74.1382967610981,4,-6
60.467868158986604,62.301555346482445,1,1
64.08303474011518,65.4262890119818,-3,-2
79.87703795765316,88.71816028181888,3,7
79.11742896161991,79.87593398025842,6,8
67.86124251160538,58.24298852491967,4,-4
65.52449928969486,65.15917115227037,1,3
65.33072192761165,65.38363650266183,7,7
64.91991888338526,60.38003372124339,-5,-1
60.29794458790275,55.79391193508036,-6,-11
69.53919376781352,69.76769854601844,-2,-5
74.93485757371752,78.77601283588797,-8,-20
73.64550808005637,66.2613533211279,2,9
69.1086985460193,77.02284022344145,3,0
72.57667187976631,75.48293015759396,-8,-11
62.08659958107086,67.0245764399119,2,1
79.4813653737753,76.54019879264649,-2,-6
64.80263498054899,66.68561738983863,-6,-13
64.21593100315556,64.34877347519546,7,12
65.54918447421062,67.90229325837737,-4,-3
71.76470431452813,58.72336893122963,1,-6
63.85825585591874,71.71840885229938,-6,-5
60.9791620991015,51.37171943137491,0,-6
83.62530803530862,111.3590411080686,2,12
73.05050783962253,68.35348498364547,5,1
75.1823118455844,88.95835048497429,-1,0
81.46069703629371,78.26418272405033,4,2
59.61359253088267,57.295691540579014,-2,-5
63.45658046824872,64.44980334659795,6,11
76.19010533339952,81.84236913930306,-3,1
60.29570910891425,55.726592793689974,-5,-4
71.29164304960936,68.0391925656437,0,3
72.06025332732162,78.93089802040208,-3,-7
79.24618648957897,78.65925811172073,-1,0
65.17612040549812,67.04030129267562,-2,-4
65.83324854292243,75.50985781415056,-2,1
69.82299248613413,85.65180397840328,-6,0
59.10079076833517,61.96259629640963,-6,-11
63.09565385293786,62.93682093730786,-7,-8
74.54392292410877,78.7041716455251,0,-9
57.82106086836461,51.00357170026109,-8,-16
75.00068896723394,82.97600101368721,-10,-15
77.37281235501996,70.06400508677126,-6,-4
59.01542192141784,51.046224209579805,-3,-9
65.35002694625098,71.9316713988984,-1,-8
63.52876063412464,74.9149837081606,-3,5
69.5027937678135,74.8296786895203,-4,1
62.119366905875154,59.43047571241709,-6,-10
67.54151613672838,68.15594728981057,-4,-3
71.73376662069313,75.66474299866627,-7,-8
66.33659627403634,67.56333420830481,2,3
53.55811388092616,54.38422042167838,-2,-3
53.46561294775927,46.94048282972801,-3,-9
69.8807968120401,89.69238492271529,-4,-14
75.06293296138807,58.736832759507706,2,9
66.36610409646858,54.12604434127417,-5,-1
70.20204956179396,67.9134960621708,-2,-10
79.24319652685813,82.21051687041734,-3,-5
57.045331449260914,46.76319203762648,2,6
52.60927220969691,32.50430168972855,-1,-6
79.9025839262203,97.98238962760615,5,16
77.69746334222646,88.63285526318077,12,23
61.6865880216788,49.7577071506812,3,6
67.95528370196666,68.32655732708915,-1,-1
60.19184656231596,61.693217412213585,-8,0
72.74454878955038,70.14931010541076,-3,0
75.19122818318205,91.27720852236894,1,8
61.9798704024015,67.60598671762477,-7,-12
63.16594907473211,61.76279757808953,-2,-3
53.04417594665688,54.328104084080564,-5,-5
63.540631455454516,64.89205329255992,0,8
68.97136085218426,70.80030054899953,1,-6
70.60286963635161,62.5552093779155,-2,-9
71.82892567076578,69.13243295519351,-3,-8
55.46983678784454,48.38614609762794,-6,-15
68.98370834286432,71.73413370506293,0,2
69.07965455186543,79.40007562291908,1,8
59.3512533149343,60.19595985568617,-9,-12
65.07790908654005,64.56655807076538,-2,-7
72.96351635478811,74.74663469536631,-2,-1
57.39399832176588,48.01799836651378,3,9
70.51539577079456,54.00034783780097,1,6
67.72802115536786,64.02780030237199,-4,-5
63.919033218001914,59.36089554654069,2,-1
67.14009173626484,72.23023896413616,0,-1
58.43789530610718,61.63710107461566,10,10
76.00904126468788,76.04409353357255,7,13
58.07341140327139,61.805450087409554,-11,-10
58.38345131195291,57.91975432761129,2,-1
61.30547144364709,61.140995815542055,-6,-17
69.73344779924696,65.05814128086763,-2,-10
68.96988850874004,66.10420711212657,-7,-10
66.33357643991229,59.00621164370477,-1,-6
58.320051311952824,65.04693847707472,0,-3
86.67734800112598,82.94681233264541,3,3
73.73480330185077,76.5559236454099,-5,-3
79.34402311360054,84.46205576642183,9,12
88.93657184121163,103.90636173680906,0,5
79.29840632370326,79.62227994882551,-8,-6
76.59228573970944,76.93527418031681,-5,-4
71.63243896413694,90.47359391875057,1,9
62.27698826211265,54.438075734790345,0,-5
71.01326136161993,74.87233119884041,4,2
87.8352110285922,106.07033458968931,-6,-14
57.893165887003875,59.39008422758218,-6,-7
74.21344753643885,60.220626487756704,2,-6
73.49959174245866,75.18436259235636,2,8
70.09878421140223,80.37430026381844,2,11
62.104555586916604,59.47312822173626,-2,-13
67.47710609944966,65.15691012778538,2,1
67.45377844289328,73.07650607707504,2,3
72.80751611435434,74.56256082980985,1,8
48.92055509366162,50.92052770610712,-6,-8
54.24165333730832,52.30555258743857,4,6
73.07442265510736,80.24634273585798,-6,-12
87.23668593539469,106.36664113044253,-2,-11
62.2240181335156,62.74154426795792,1,2
64.51809880882718,61.42383852801677,7,1
67.81906234572921,69.62853821426694,5,5
60.765282281737996,75.28087041478835,8,3
62.183785458319676,61.24428671143056,3,2
62.165522911721226,61.00183548378982,0,-9
70.46745807695947,68.48144251160466,7,6
76.5621236454108,85.6787316349596,9,16
54.4140533373083,55.04867469354505,-2,-2
78.17216184868124,84.55856358885364,0,-3
58.27862015887057,58.62686110879781,1,-3
61.74647168408126,66.93927142127245,-3,-13
71.58390559620773,70.27500660888472,-9,-11
78.15103267001174,80.40348894485868,-1,1
75.65586961397753,69.78342339878233,3,2
59.65426487432626,59.53150558381941,-2,1
72.80508343915864,75.39762513895485,-1,3
61.21742592737962,56.01169653064994,7,10
73.69761462080908,71.28068095530955,-5,-2
69.09164603669952,70.58703800240113,0,1
58.878275712416894,56.263089537597864,0,-2
79.31577517062078,76.10247089565581,-1,3
70.71744128706217,63.72697171264832,4,-2
83.4638513367285,80.15651566824778,0,0
61.01967843669945,61.935668639853816,2,3
55.65729933444334,54.6513382813896,-3,-10
50.85333926549936,49.236935259537404,-3,-11
70.25201536448469,70.02361360193731,-9,-13
67.62088346153291,67.71821939282017,-8,-8
66.40078647719122,56.63123726871197,-1,-6
63.060513595744055,69.4040728638754,5,13
75.53409072978069,68.42532617400616,2,12
57.07815560929103,65.22875131814641,1,4
76.19601886720486,84.56082461333904,0,7
59.3960023277276,60.54838273403686,1,1
74.71926913310949,75.90493320182054,3,3
74.86678394859427,73.02038973947649,2,3
70.20946939591767,64.29491816208292,-3,-8
73.20417038622105,68.76428522407963,-4,-2
63.5883804682486,70.10665759609128,0,7
65.43642694625117,74.01033923313753,3,-1
70.55114197979519,75.2000874451198,0,3
72.7895686236742,74.33583445493264,-4,-10
70.45349075215506,65.04467745258938,-1,-5
69.75142516132973,77.13733392312298,4,0
64.95783650266264,69.87993122121361,3,9
69.53986739293714,69.51404451458586,6,7
74.06188696425292,73.5030311702726,3,-7
68.38696888648212,57.38099655921798,-4,-1
71.73827011721909,65.63955155857988,-4,-1
61.80590155548384,63.307229692907356,-2,-2
78.47190629513534,86.20176455058913,9,15
68.70763447730758,53.98462298503728,-7,-17
56.10184858767104,54.720918447265376,-8,-9
63.660087009001074,64.29491816208304,-3,-2
63.98676938972426,64.42513671452804,7,3
71.80510431452814,81.19363972019971,5,-1
77.19850733638037,78.23725506749395,4,6
73.8636884863661,77.13507289863696,2,6
55.02136292228772,46.71601747933619,5,9
70.5369206235581,73.36160981403458,4,1
66.59644179030369,61.013038287583385,3,0
77.47887466118483,88.84385678529293,0,6
64.94627769302349,65.58343522098261,-4,-1
83.41151059866706,78.34948774268958,10,10
69.02681183939046,79.22946558564081,5,16
60.2665332689445,42.246650417339424,2,7
60.39974178411012,58.766021440549366,-5,-9
68.48592945866778,69.90911990225572,1,-3
84.77701938283434,101.79624419704248,-3,-10
73.63052943629327,74.20787692697326,-6,-5
83.99547840433843,90.54091306014129,-12,-18
74.41939654923237,69.96297521536837,-2,3
78.77964727363053,77.38872693007033,4,6
70.10859681204022,66.17378727800292,-8,-15
72.84685533030282,68.64979152439832,2,4
51.54470288191186,56.559396078350574,4,5
80.0376196456424,77.17546438347159,-1,-3
61.80889432199808,91.02129346645054,-1,2
50.64256166298276,44.242274257425834,-8,-14
61.58015382436986,53.378546075254235,-4,-6
74.43756539614998,81.23403120503406,1,6
64.51982366159075,62.586659083442555,8,13
76.75792693007084,69.75197369325537,2,-2
64.54592715811685,66.8292997705621,-3,-1
71.97207316144592,68.6071390150785,0,-1
77.12993848946309,80.80976713632208,3,8
60.92348823354439,57.82098548069382,7,10
72.34930607707533,74.30664577389086,1,0
60.79867947794514,58.12849482523768,-5,8
68.0535915243986,48.992223007412235,-2,6
78.39882439528003,94.502972059272,-3,-18
83.0490663640785,87.82471861058957,11,16
73.09800829192216,68.56900855472918,-6,-12
70.7244384832692,70.80030054899979,1,0
81.80093542286215,89.39833940645008,-8,-15
66.40955660578828,68.9326342368729,-4,-4
79.89108195180711,77.50095960526636,-3,4
71.78408448040409,73.59953899270448,-2,-4
61.22463596465863,60.88960280859473,3,1
78.44365554836236,83.88064548870847,-4,3
63.82138770173458,65.17715702951978,-5,-12
67.89113621128638,64.07045281169144,-6,-4
65.62554352428288,52.34594407227223,-8,-11
63.42076914929038,65.59689904926066,2,0
49.84189479047768,43.33989080688954,-3,2
70.3066184087113,75.91839703009933,5,2
74.06534951085133,91.08193185301866,0,-8
67.66283375600585,45.440964248714636,8,17
60.3230537958018,66.49034072048903,-5,-11
74.26398498983997,74.51764729600427,7,11
68.63359024271949,67.15253396787057,4,4
70.89938597394945,80.43041660141489,2,5
77.65005658960814,81.3328000519511,-1,-5
64.52279098639515,69.62853821426674,0,1
55.261158836815184,51.85436086216987,-4,-8
76.64832693007088,51.735345113518065,-2,6
77.37532588882544,79.54149697915716,5,8
64.93875003646792,76.2326894481007,8,16
72.15091587392021,77.72994700462823,0,-4
71.27628271785693,74.97110004575711,-4,-7
50.5776993568179,39.29252678911962,8,14
67.92267214257436,67.7900605831818,4,5
47.90160712211366,47.31315260981228,9,13
88.91030673125454,97.7713881054924,-5,-7
61.262291277771254,66.30400583044693,-1,2
80.54523972020064,81.33506107643694,-1,-3
68.61782291791496,67.77433573041856,6,6
63.58528268309516,70.5915600513718,-3,-3
74.13752116156192,66.4431661621984,0,-8
73.61241309869574,73.06304224879665,0,-2
75.66482970529614,64.91445890014415,8,20
67.74038671762503,64.53736938972384,10,11
44.59946341933551,39.4653978508843,-8,-14
76.28198899580138,71.5343349867419,-7,-14
73.42516339316865,68.15368626532484,-4,-3
88.96194373235613,88.17940251342566,5,-1
64.75326765574488,45.25915140764346,2,12
67.1331555645428,61.850363621214655,1,1
72.28707340187977,90.55663791290294,1,11
70.1502153644849,74.70398218604669,-5,-4
62.317914636989386,60.025349818407335,0,-2
74.38174275823286,79.4539309360324,-3,-8
64.11807593047686,68.93489526135897,0,-8
95.48830324092195,110.55316547996358,0,7
55.234648106803206,31.074363274591406,-8,-17
76.2165465237611,80.59876561420901,2,1
58.729315380665184,57.6503754434151,-2,-6
84.13252111681355,90.93824947229598,2,6
68.69487694934821,65.34098399334255,6,-2
71.52337513585911,81.2116255974488,4,8
73.51066841180818,73.244855089868,-2,-3
66.49939779614965,70.65887919276224,-1,0
74.23498370816026,73.86891787690092,-3,-3
73.13548800549847,74.75783749915888,6,6
66.20505006503583,73.67138018306582,-1,7
70.51043824283562,82.354199251139,2,11
72.84645661198209,67.65758100625143,-2,2
83.06615854164681,97.33139918401776,6,14
62.53458850254631,64.93244477739358,1,-1
62.392818133515675,63.91556762717602,3,5
76.57071689279176,80.00389150821783,2,1
56.21877039620813,60.169032199129106,15,26
61.22601893432744,59.64147723452936,-5,-7
57.80423975256076,55.261937240143766,5,5
71.44219905545505,70.54438549308145,0,6
77.68347490161881,79.11497188595933,-3,-4
56.88077392130195,60.05453849944922,1,8
67.91864251160509,90.78336428778152,0,13
